No;Region;Area;Node;Sector Name;ME;User Label;Total Terminal;SW Version;MAC Adress;Resource Type;Contact;Location;Latitude;Longitude;Connectivity;State;Distance (m);Bandwidth;Service Remote;
220;ERO;East Java Area;;;172.31.173.7;2008005321-KCP-PANIN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C2:11:D9;TS - WiBAS Connect;;G-Walk Ruko Taman Gapura Sby;-7.289405;112.655507;Connected;Active;3645;1 Mbps;<= 5 Mbps;
221;ERO;East Java Area;;;172.31.173.9;2018010019-BCA-BKT-PALMA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:8D:F1:49;TS - WiBAS Connect;;BCA BUKIT PALMA CITRALAND;;;Connected;Active;5652;2 Mbps;<= 5 Mbps;
222;ERO;East Java Area;;SBYSNRBI1V360;172.31.142.2;;Non-TS;;00:05:59:A3:80:3D;BS - WiBAS OSDR Hub;WAHYU BHAKTI;;-7.275505;112.684784;Unreachable;Inactive;;;;
223;ERO;East Java Area;SBYSPO;SBYSPOBI01-5V-270;172.31.180.66;;1 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:E0:09:CC;BS - WiBAS OSDR Hub;Adip Putra;;-7.289116;112.678018;Connected;Active;;;;
224;ERO;East Java Area;;;172.31.180.70;2011006401-PANIN-PTC;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7C:73:4A;TS - WiBAS Connect;;PTC;-7.235767;112.735767;Connected;Active;415;512 Kbps;<= 5 Mbps;
225;ERO;Maluku Papua Area;MKSHAM;MKSHAMBI1H020;172.31.141.133;;1 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:9D:C5:D5;BS - WiBAS OSDR Hub;Altitude 90 mdpt Tilt 0;;-5.1480556;119.41046667;Connected;Active;;;;
226;ERO;Maluku Papua Area;;;172.31.141.140;2015004008;;6.6.0_2302_R.1.13.6.build_02;00:05:59:6A:55:A6;TS - WiBAS OSDR TS;;;-5.1480556;119.41046667;Initialization;Inactive;;512 Kbps;<= 5 Mbps;
227;ERO;Maluku Papua Area;;MKSHAMBI2V110;172.31.141.131;;1 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:5E:E1:22;BS - WiBAS OSDR Hub;Altitude 90 mdpt Tilt 0;;-5.1480556;119.41046667;Connected;Active;;;;
228;ERO;Maluku Papua Area;;;172.31.141.194;2017000940;;7.1.0_2332_R.3.3.2.build_02;00:05:59:6A:6B:5E;TS - WiBAS OSDR TS;;;;;Connected;Active;3299;4 Mbps;<= 5 Mbps;
229;ERO;Maluku Papua Area;;MKSHAMBI3V245;172.31.141.132;;8 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:9D:A3:4D;BS - WiBAS OSDR Hub;Altitude 90 mdpt Tilt 0;;-5.1480556;119.41046667;Connected;Active;;;;
230;ERO;Maluku Papua Area;;;172.31.141.166;2008002921;;7.1.0_2332_R.3.3.2.build_02;00:05:59:69:7D:5D;TS - WiBAS OSDR TS;;;;;Connected;Active;3483;1 Mbps;<= 5 Mbps;
231;ERO;Maluku Papua Area;;;172.31.141.168;2018002546;;7.1.0_2332_R.3.3.2.build_02;00:05:59:6C:82:E2;TS - WiBAS OSDR TS;;;;;Connected;Active;2168;5 Mbps;<= 5 Mbps;
232;ERO;Maluku Papua Area;;;172.31.141.169;2021287702;;7.1.0_2332_R.3.3.2.build_02;00:05:59:6A:28:A6;TS - WiBAS OSDR TS;;;;;Connected;Active;2168;1 Mbps;<= 5 Mbps;
233;ERO;Maluku Papua Area;;;172.31.141.170;2022320611;;7.1.0_2302_R.3.3.2.build_02;00:05:59:6A:96:2E;TS - WiBAS OSDR TS;;;;;Connected;Active;876;512 Kbps;<= 5 Mbps;
234;ERO;Maluku Papua Area;;;172.31.141.174;2023363422;;7.1.0_2332_R.3.3.2.build_02;00:05:59:DC:27:B8;TS - WiBAS Connect;;;;;Connected;Active;830;512 Kbps;<= 5 Mbps;
235;ERO;Maluku Papua Area;;;172.31.141.175;2024424227;;6.4.0_2302_R.1.12.1.build_06;00:05:59:6A:66:AE;TS - WiBAS OSDR TS;;;;;Connected;Active;1245;10 Mbps;5 Mb < SR < 10 Mb;
236;ERO;Maluku Papua Area;;;172.31.141.176;2021260406;;7.1.0_2332_R.3.3.2.build_02;00:05:59:DC:27:C2;TS - WiBAS Connect;;BSI RELOK IBNU SINA;;;Connected;Active;1407;2 Mbps;<= 5 Mbps;
237;ERO;Maluku Papua Area;;;172.31.141.179;BSI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:40:7C;TS - WiBAS Connect;;CPI;-5.14893;119.39853;Initialization;Inactive;;2 Mbps;<= 5 Mbps;
238;ERO;Maluku Papua Area;MKSHBR - Cabut - Perangkat - ISR;MKSHBRBI2V072;172.31.178.66;;Non-TS;;00:05:59:9D:A3:4D;BS - WiBAS OSDR Hub;;;;;Unreachable;Dismantle;;;;
239;ERO;Maluku Papua Area;;MKSHBRBI1H193;172.31.178.2;;Non-TS;;00:05:59:9D:A3:4D;BS - WiBAS OSDR Hub;Altitude 90 mdpt Tilt 0;Hotel ARBOR;-5.10165;119.511;Unreachable;Dismantle;;;;
240;GJO;Banten and West Area;CLGIM3;CLGIM3BI04V315;172.31.181.130;;3 TS;7.1.0_2302_R.3.3.4.build_02;00:05:59:5E:E0:D2;BS - WiBAS OSDR Hub;HERI W;;-6.119008;106.338023;Connected;Active;;;;
241;GJO;Banten and West Area;;;172.31.181.140;2024426226-DANAMON;;7.1.0_2332_R.3.3.2.build_02;00:05:59:EF:90:3A;TS - WiBAS Connect;;CILEGON;;;Connected;Active;1361;2 Mbps;<= 5 Mbps;
242;GJO;Banten and West Area;;;172.31.181.141;2017009067;;7.1.0_2332_R.3.3.2.build_02;00:05:59:DC:29:98;TS - WiBAS Connect;pak mukiyono;-6.0162095 106.338023;;;Connected;Active;1407;4 Mbps;<= 5 Mbps;
243;GJO;Banten and West Area;;;172.31.181.142;2020238852-BANK-PERMATA-CILEGON;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:83:34;TS - WiBAS Connect;BANK-PERMATA-CILEGON;;;;Connected;Active;1799;4 Mbps;<= 5 Mbps;
244;GJO;Banten and West Area;JKTCIG;JKTCIGBI2H135;172.31.164.3;;1 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:9D:81:3D;BS - WiBAS OSDR Hub;;City-Garden;-6.130824;106.735322;Connected;Active;;;;
245;GJO;Banten and West Area;;;172.31.164.7;2008005447-panin;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:42:0C;TS - WiBAS Connect;;taman-grisenda;;;Connected;Active;1891;1 Mbps;<= 5 Mbps;
246;GJO;Banten and West Area;;JKTCIGBI2V225;172.31.164.4;;4 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:9D:7C:8D;BS - WiBAS OSDR Hub;-;;-6.130824;106.735322;Connected;Active;;;;
247;GJO;Banten and West Area;;;172.31.164.17;2012000638-PANIN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:4E:96;TS - WiBAS Connect;;MALL-TAMAN-PALEM;;;Connected;Active;1291;512 Kbps;<= 5 Mbps;
248;GJO;Banten and West Area;;;172.31.164.18;2012001012;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:36:40;TS - WiBAS Connect;;;;;Connected;Active;3022;1 Mbps;<= 5 Mbps;
249;GJO;Banten and West Area;;;172.31.164.20;2020212786;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:4E:8C;TS - WiBAS Connect;Bank Mayapada;;;;Connected;Active;3852;1 Mbps;<= 5 Mbps;
250;GJO;Banten and West Area;;;172.31.164.6;2010001835;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:84:2E;TS - WiBAS Connect;;;;;Connected;Active;1314;1 Mbps;<= 5 Mbps;
251;GJO;Banten and West Area;JKTKD2;JKTKD2BI1H045;172.31.153.3;;4 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:DF:6E:7C;BS - WiBAS OSDR Hub;;KEDOYA ELOK;-6.188801;106.767965;Connected;Active;;;;
252;GJO;Banten and West Area;;;172.31.153.11;2016003823;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7E:C0;TS - WiBAS Connect;BANK PERAMATA ;;;;Connected;Active;3183;512 Kbps;<= 5 Mbps;
253;GJO;Banten and West Area;;;172.31.153.12;2021287243;;7.1.0_2332_R.3.3.2.build_02;00:05:59:DC:2A:6A;TS - WiBAS Connect;BANK-BSI;TANJUNG DUREN;;;Connected;Active;2076;2 Mbps;<= 5 Mbps;
254;GJO;Banten and West Area;;;172.31.153.23;2024426230;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:32:6C;TS - WiBAS Connect;;JKT-CENTRAL-PARK;;;Connected;Active;2745;2 Mbps;<= 5 Mbps;
255;GJO;Banten and West Area;;;172.31.153.24;2013002861;;7.1.0_2302_R.3.3.4.build_02;00:05:59:5F:25:6A;TS - WiBAS OSDR TS;Bank Panin ATM;Jl Aranda Jakarta Barat;;;Connected;Active;2606;512 Kbps;<= 5 Mbps;
256;GJO;Banten and West Area;;JKTKD2BI2V135;172.31.153.8;;2 TS;7.1.0_2302_R.3.3.4.build_02;00:05:59:9D:58:C5;BS - WiBAS OSDR Hub;;;-6.188801;106.767965;Connected;Active;;;;
257;GJO;Banten and West Area;;;172.31.153.28;2023361988-DKI-RAWABELONG;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7A:91:D8;TS - WiBAS Connect;;;;;Connected;Active;2007;512 Kbps;<= 5 Mbps;
258;GJO;Banten and West Area;;;172.31.153.80;nojar-2023361990;;;00:05:59:8D:E2:8F;TS - WiBAS Connect;;BANK DKI-PALMERAH;;;Initialization;Inactive;;512 Kbps;<= 5 Mbps;
259;GJO;Banten and West Area;;JKTKD2BI3V225;172.31.153.4;;7 TS;7.1.0_2302_R.3.3.4.build_02;00:05:59:DF:82:CC;BS - WiBAS OSDR Hub;LINTAS ARTA;;-6.188801;106.767965;Connected;Active;;;;
260;GJO;Banten and West Area;;;172.31.153.20;2021287089-BSI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7F:2E;TS - WiBAS Connect;;;;;Connected;Active;4083;2 Mbps;<= 5 Mbps;
261;GJO;Banten and West Area;;;172.31.153.35;2021290248;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7E:CA;TS - WiBAS Connect;;;;;Connected;Active;830;1 Mbps;<= 5 Mbps;
262;GJO;Banten and West Area;;;172.31.153.36;2020234301;;7.1.0_2332_R.3.3.2.build_02;00:05:59:BA:8D:6F;TS - WiBAS Connect;PRATAPA NIRMALA;JL. PERJUANGAN;;;Connected;Active;692;512 Kbps;<= 5 Mbps;
263;GJO;Banten and West Area;;;172.31.153.39;2013003550;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:87:4E;TS - WiBAS Connect;;BANK-BNI-JOGLO;;;Connected;Active;3506;512 Kbps;<= 5 Mbps;
264;GJO;Banten and West Area;;;172.31.153.40;2022337937-BTN;;6.4.0_2332_R.1.12.0.build_1;00:05:59:78:89:E2;TS - WiBAS Connect;;;;;Connected;Active;3714;1 Mbps;<= 5 Mbps;
265;GJO;Banten and West Area;;;172.31.153.41;2012005609-BJB;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:44:8C;TS - WiBAS Connect;;;;;Connected;Active;3299;512 Kbps;<= 5 Mbps;
266;GJO;Banten and West Area;;;172.31.153.45;2020231350;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:89:9C;TS - WiBAS Connect;LOTTE;MARUYA;;;Connected;Active;3852;5 Mbps;<= 5 Mbps;
267;GJO;Banten and West Area;;JKTKD2BI4H315 ;172.31.153.5;;8 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:8F:91:E5;BS - WiBAS OSDR Hub;LINTAS ARTA;;-6.188801;106.767965;Connected;Active;;;;
268;GJO;Banten and West Area;;;172.31.153.16;2010004712;;7.1.0_2332_R.3.3.2.build_02;00:05:59:DC:29:CA;TS - WiBAS Connect;BANK PANIN;RADEN SALEH;;;Connected;Active;4913;1 Mbps;<= 5 Mbps;
269;GJO;Banten and West Area;;;172.31.153.60;2020233808;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:8B:68;TS - WiBAS Connect;Fast Food Indonesia;Puri Indah;;;Connected;Active;3252;2 Mbps;<= 5 Mbps;
270;GJO;Banten and West Area;;;172.31.153.61;2010004714-BANK-PANIN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:DC:27:FE;TS - WiBAS Connect;;TAMAN-PALEM-JAKBAR;;;Connected;Active;7290;1 Mbps;<= 5 Mbps;
271;GJO;Banten and West Area;;;172.31.153.62;2021272713;;;00:05:59:78:7C:22;TS - WiBAS Connect;;;;;Initialization;Inactive;;512 Kbps;<= 5 Mbps;
272;GJO;Banten and West Area;;;172.31.153.64;2009005932-PANIN-PERMATA-BUANA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:EF:92:7E;TS - WiBAS Connect;BANK PAN-P BUANA;;;;Connected;Active;3160;1 Mbps;<= 5 Mbps;
273;GJO;Banten and West Area;;;172.31.153.65;2007002691-ASTRA-OTOPARTS;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:90:0E;TS - WiBAS Connect;;RUKO-PURI-MANSION;;;Connected;Active;4498;512 Kbps;<= 5 Mbps;
274;GJO;Banten and West Area;;;172.31.153.66;2010001629;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C2:47:17;TS - WiBAS Connect;BANK PANIN;KCP GREEN GARDEN;;;Connected;Active;2629;2 Mbps;<= 5 Mbps;
275;GJO;Banten and West Area;;;172.31.153.68;2023366608-DKI-WALIKOTA-JAKBAR;;7.1.0_2332_R.3.3.2.build_02;00:05:59:6A:9D:AE;TS - WiBAS OSDR TS;;;;;Connected;Active;3229;5 Mbps;<= 5 Mbps;
276;GJO;Banten and West Area;SRGSTR;SRGSTRBI01H045;172.31.181.66;;5 TS;7.1.0_2302_R.3.3.4.build_02;00:05:59:9D:BB:5D;BS - WiBAS OSDR Hub;BWA ;SERANG;-6.120406;-106.15769;Connected;Active;;;;
277;GJO;Banten and West Area;;;172.31.181.68;2023395904;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7D:EE;TS - WiBAS Connect;BANK BJB;SERANG;;;Connected;Active;4291;1 Mbps;<= 5 Mbps;
278;GJO;Banten and West Area;;;172.31.181.69;2016000586;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:42:8E;TS - WiBAS Connect;JAMINAN-KREDIT-IDN-SERANG;;;;Connected;Active;1130;1 Mbps;<= 5 Mbps;
279;GJO;Banten and West Area;;;172.31.181.72;2010006381;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3B:EA;TS - WiBAS Connect;Skyline Semesta;Serang;;;Connected;Active;2353;512 Kbps;<= 5 Mbps;
280;GJO;Banten and West Area;;;172.31.181.73;2023354441-KPPN-SRG;;7.1.0_2332_R.3.3.2.build_02;00:05:59:EF:91:70;TS - WiBAS Connect;;;;;Connected;Active;1891;24 Mbps;>= 10 Mbps;
281;GJO;Banten and West Area;;;172.31.181.74;2008000316;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:80:0A;TS - WiBAS Connect;;;;;Connected;Active;2514;512 Kbps;<= 5 Mbps;
282;GJO;Banten and West Area;;SRGSTRBI01V315;172.31.181.2;;4 TS;7.1.0_2302_R.3.3.4.build_02;00:05:59:DF:F5:CC;BS - WiBAS OSDR Hub;APRIATNA;;-6.120341;106.157626;Connected;Active;;;;
283;GJO;Banten and West Area;;;172.31.181.30;2015001833;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:35:1E;TS - WiBAS Connect;toyoya astra;;;;Connected;Active;3137;512 Kbps;<= 5 Mbps;
284;GJO;Banten and West Area;;;172.31.181.31;2007004072-KCP-BANKPAN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:8F:C8;TS - WiBAS Connect;;PASAR-LAMA-SERANG;;;Connected;Active;1130;512 Kbps;<= 5 Mbps;
285;GJO;Banten and West Area;;;172.31.181.32;2020231435-LOTTEMART;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3A:32;TS - WiBAS Connect;;LOTTE-MART-SERANG;;;Connected;Active;1984;5 Mbps;<= 5 Mbps;
286;GJO;Banten and West Area;;;172.31.181.36;2023354184-KPKNL;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C2:47:03;TS - WiBAS Connect;;;;;Connected;Active;2722;10 Mbps;5 Mb < SR < 10 Mb;
287;GJO;Banten and West Area;TGRBLD - Cabut - Perangkat - ISR;TGRBLDBI1H045;172.31.131.130;;1 TS;;;BS - WiBAS OSDR Hub;;;;;Unreachable;Inactive;;;;
288;GJO;Banten and West Area;;;172.31.131.135;2012006232;;;;TS - WiBAS Connect;;;;;Unreachable;Inactive;;;;
289;GJO;Banten and West Area;;TGRBLDBI2V315;172.31.131.131;;2 TS;;;BS - WiBAS OSDR Hub;;-6.138183°; 106.659738°;;Unreachable;Inactive;;;;
290;GJO;Banten and West Area;;;172.31.131.134;2012003986-JASA ANGKASA;;;;TS - WiBAS OSDR TS;;;;;Unreachable;Inactive;;;;
291;GJO;Banten and West Area;;;172.31.131.136;2016010994-airnav;;;;TS - WiBAS OSDR TS;;airnav;;;Unreachable;Inactive;;;;
292;GJO;Banten and West Area;TGRCIL;TGRCILBI2V135;172.31.170.2;;1 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:A8:79:AD;BS - WiBAS OSDR Hub;;SETOS;-6.225322525;106.708201;Connected;Active;;;;
293;GJO;Banten and West Area;;;172.31.170.11;2021287440;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:36:F4;TS - WiBAS Connect;;CILEDUG;;;Connected;Active;1222;512 Kbps;<= 5 Mbps;
294;GJO;Banten and West Area;;TGRCILBI3H225;172.31.170.3;;2 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:A6:58:5D;BS - WiBAS OSDR Hub;;CILEDUG;-6.225322525;106.708201;Connected;Active;;;;
295;GJO;Banten and West Area;;;172.31.170.6;2017000044;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7D:80;TS - WiBAS Connect;BPD BANTEN;;;;Connected;Active;1084;512 Kbps;<= 5 Mbps;
296;GJO;Banten and West Area;;;172.31.170.7;2021245775;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7D:26;TS - WiBAS Connect;;;;;Connected;Active;1084;1 Mbps;<= 5 Mbps;
297;GJO;Banten and West Area;TGRCUR;TGRCURBI2V135;172.31.166.4;;1 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:A3:A1:D5;BS - WiBAS OSDR Hub;Histori : 2H; 4H;-6.217042745;106.5673415;Connected;Active;;;;
298;GJO;Banten and West Area;;;172.31.166.6;2019001529-CIMB-RS-SILOAM;;7.1.0_2302_R.3.3.4.build_02;00:05:59:6A:50:06;TS - WiBAS OSDR TS;;;;;Connected;Active;3368;512 Kbps;<= 5 Mbps;
299;GJO;Banten and West Area;;TGRCURBI2H225;172.31.166.3;;4 TS;7.1.0_2302_R.3.3.4.build_02;00:05:59:8F:93:75;BS - WiBAS OSDR Hub;PAKISKANDAR;S6;-6.217042745;106.5673415;Connected;Active;;;;
300;GJO;Banten and West Area;;;172.31.166.10;2022338918;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3B:86;TS - WiBAS Connect;SMSFINANCE;CITRARAYA;;;Connected;Active;6182;2 Mbps;<= 5 Mbps;
301;GJO;Banten and West Area;;;172.31.166.11;2021287240;;7.1.0_2332_R.3.3.2.build_02;00:05:59:EF:9C:92;TS - WiBAS Connect;;;;;Connected;Active;5513;;;
302;GJO;Banten and West Area;;;172.31.166.12;2024426224;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:90:A4;TS - WiBAS Connect;;BANK DANAMOND CIKUPA;;;Connected;Active;5513;2 Mbps;<= 5 Mbps;
303;GJO;Banten and West Area;;;172.31.166.14;2022314566;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:47:2A;TS - WiBAS Connect;CIKUPA RAYA;BANK BTN - TGR-CIKUPA-RAYA;;TGR-CIKUPA-RAYA;Connected;Active;5329;5 Mbps;<= 5 Mbps;
304;GJO;Banten and West Area;;TGRCURBI4H315;172.31.166.5;;1 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:9D:2F:35;BS - WiBAS OSDR Hub;PAKISKANDAR;S6;-6.217042745;106.5673415;Connected;Active;;;;
305;GJO;Banten and West Area;;;172.31.166.7;2010005953;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:36:CC;TS - WiBAS Connect;-;BANK BTN;;;Connected;Active;7474;1 Mbps;<= 5 Mbps;
306;GJO;Banten and West Area;TGRMTH;TGRMTHBI1H045;172.31.151.130;;12 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:DF:98:84;BS - WiBAS OSDR Hub;;;-6.229061217;106.6097212;Connected;Active;;;;
307;GJO;Banten and West Area;;;172.31.151.140;2012001993;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:83:02;TS - WiBAS Connect;BANK HANA;;;;Connected;Active;1338;512 Kbps;<= 5 Mbps;
308;GJO;Banten and West Area;;;172.31.151.142;2019001748;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7D:C6;TS - WiBAS Connect;ASWATA;;;;Connected;Active;1176;10 Mbps;5 Mb < SR < 10 Mb;
309;GJO;Banten and West Area;;;172.31.151.145;2008005534;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B7:42:B3;TS - WiBAS Connect;;;;;Connected;Active;1153;1 Mbps;<= 5 Mbps;
310;GJO;Banten and West Area;;;172.31.151.147;2016003892-BANK-PERMATA-CIMONE;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:38:7A;TS - WiBAS Connect;Bank Permata;Cimone;;;Connected;Active;4683;512 Kbps;<= 5 Mbps;
311;GJO;Banten and West Area;;;172.31.151.149;2025465269-BANK-BJB;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7A:92:3C;TS - WiBAS Connect;;;;;Connected;Active;4775;5 Mbps;<= 5 Mbps;
312;GJO;Banten and West Area;;;172.31.151.151;2025465279-BANK-BJB;;7.1.0_2332_R.3.3.2.build_02;00:05:59:DC:27:72;TS - WiBAS Connect;;rsud-kota-tangerang;;;Connected;Active;4244;1 Mbps;<= 5 Mbps;
313;GJO;Banten and West Area;;;172.31.151.175;2021257709;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:41:DA;TS - WiBAS Connect;;;;;Connected;Active;1291;1 Mbps;<= 5 Mbps;
314;GJO;Banten and West Area;;;172.31.151.178;2019002628;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:34:EC;TS - WiBAS Connect;;;;;Connected;Active;1245;5 Mbps;<= 5 Mbps;
315;GJO;Banten and West Area;;;172.31.151.190;2022329246;;;00:05:59:78:38:E8;TS - WiBAS Connect;MANDIRI;;;;Initialization;Inactive;;512 Kbps;<= 5 Mbps;
316;GJO;Banten and West Area;;;172.31.151.191;2022308184;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:4B:76;TS - WiBAS Connect;ATM BNI_INDOGROSIR CIKOKOL;TANGERANG;;;Connected;Active;3460;512 Kbps;<= 5 Mbps;
317;GJO;Banten and West Area;;;172.31.151.197;2021254368-BANK-BCA;;;00:05:59:78:84:D8;TS - WiBAS Connect;;RUKOA-PINANGSIA-KARAWACI;;;Ranging;Inactive;;6 Mbps;5 Mb < SR < 10 Mb;
318;GJO;Banten and West Area;;TGRMTHBI2H135;172.31.151.131;;21 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:69:98:65;BS - WiBAS OSDR Hub;;;-6.229061217;106.6097212;Connected;Active;;;;
319;GJO;Banten and West Area;;;172.31.151.134;2005002941;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:85:1E;TS - WiBAS Connect;;;;;Connected;Active;1937;512 Kbps;<= 5 Mbps;
320;GJO;Banten and West Area;;;172.31.151.136;2021287307;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:32:76;TS - WiBAS Connect;BANK SYARIAH;Jl. DAYUNG;;;Connected;Active;1845;2 Mbps;<= 5 Mbps;
321;GJO;Banten and West Area;;;172.31.151.137;2023381965-BUKOPIN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:84:4C;TS - WiBAS Connect;;ALAM SUTERA;;;Connected;Active;5582;5 Mbps;<= 5 Mbps;
322;GJO;Banten and West Area;;;172.31.151.139;2022309375-BPD-BANTEN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:41:80;TS - WiBAS Connect;;;;;Connected;Active;5536;512 Kbps;<= 5 Mbps;
323;GJO;Banten and West Area;;;172.31.151.141;2018007667;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7F:9C;TS - WiBAS Connect;;BANK_BJB_ALAMSUTRA;;;Connected;Active;5559;1 Mbps;<= 5 Mbps;
324;GJO;Banten and West Area;;;172.31.151.158;2020234741;;;00:05:59:DC:29:A2;TS - WiBAS Connect;;;;;Ranging;Inactive;;8 Mbps;5 Mb < SR < 10 Mb;
325;GJO;Banten and West Area;;;172.31.151.159;2014001355-BANK-KEB-HANA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:DC:2B:5A;TS - WiBAS Connect;;GADING-SERPONG;;;Connected;Active;2768;1 Mbps;<= 5 Mbps;
326;GJO;Banten and West Area;;;172.31.151.160;2018011713;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:8E:1A;TS - WiBAS Connect;BUSSAN_AUTO_FINANCE;GADING-SERPONG;;;Connected;Active;2653;5 Mbps;<= 5 Mbps;
327;GJO;Banten and West Area;;;172.31.151.162;2022341262;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3B:EA;TS - WiBAS Connect;Bank Mandiri;Pagedangan;;;Connected;Active;7820;512 Kbps;<= 5 Mbps;
328;GJO;Banten and West Area;;;172.31.151.165;2021256367;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3D:66;TS - WiBAS Connect;;;;;Connected;Active;2745;5 Mbps;<= 5 Mbps;
329;GJO;Banten and West Area;;;172.31.151.166;2020226132;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:44:DC;TS - WiBAS Connect;;;;;Connected;Active;2537;2 Mbps;<= 5 Mbps;
330;GJO;Banten and West Area;;;172.31.151.167;2012003756;;7.1.0_2332_R.3.3.2.build_02;00:05:59:6A:2F:D6;TS - WiBAS OSDR TS;ATM_BANK_PANIN;LIVING_WORLD;-6.244657;106.653625;Connected;Active;5052;512 Kbps;<= 5 Mbps;
331;GJO;Banten and West Area;;;172.31.151.170;2020212784;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3F:64;TS - WiBAS Connect;;;;;Connected;Active;2676;1 Mbps;<= 5 Mbps;
332;GJO;Banten and West Area;;;172.31.151.173;2023357033-BPR-LESTARI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:41:08;TS - WiBAS Connect;;;;;Connected;Active;2745;512 Kbps;<= 5 Mbps;
333;GJO;Banten and West Area;;;172.31.151.176;2021258871;;7.1.0_2332_R.3.3.2.build_02;dup 00:05:59:78:8C:F8;TS - WiBAS Connect;;BANK_CAPITAL_INDONESIA;;;Connected;Active;2860;3 Mbps;<= 5 Mbps;
334;GJO;Banten and West Area;;;172.31.151.181;2024400046;;7.1.0_2302_R.3.3.4.build_02;00:05:59:6A:59:16;TS - WiBAS OSDR TS;BNI;Mall Sumarrecon;;;Connected;Active;2260;512 Kbps;<= 5 Mbps;
335;GJO;Banten and West Area;;;172.31.151.183;2017006296;;;00:05:59:EF:8D:2E;TS - WiBAS Connect;BANK MANDIRI;KELAPA DUA TGR;;;Initialization;Inactive;;2 Mbps;<= 5 Mbps;
